Title,Date,City,Location,Category,Source,Link
"GOOD MUSIC FRIDAYS WITH DJJB, HICKS, & TONE SETTA","Fri, Apr 24 · 10:00 PM","Jersey City, NJ","Porta, New Jersey",Music & Entertainment,Resident Advisor,https://ra.co/events/2402877
Paint Night with Brockton Arts Inc,"Sat, Apr 25","Cambridge, MA","50 Centre St, Brockton",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-night-with-brockton-arts-inc-tickets-1986050269820
Julie Nolan Comedy,"Sat, Apr 25","Cambridge, MA","Knights of Columbus, Melrose",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/julie-nolan-comedy-tickets-1979570257930
Comedy Night w/ Daniela Mora @ Elephant & Castle,"Sat, Apr 25","Boston, MA","Elephant & Castle, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/comedy-night-w-daniela-mora-elephant-castle-tickets-1978838992696
Ceramic Mug Making Pottery Workshop,"Sat, Apr 25","Boston, MA","Travelmug Cafe, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/ceramic-mug-making-pottery-workshop-tickets-1983307136033
A Play on Spirits Mixology Class,"Sat, Apr 25","Boston, MA","Piano Craft Gallery, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/a-play-on-spirits-mixology-class-tickets-1984821493517
SATURDAY APRIL 25: COMEDY KEGGER WITH MATT LIGHT,"Sat, Apr 25","Pittsburgh, PA","The Comedy Bar @ Remo's, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/saturday-april-25-comedy-kegger-with-matt-light-tickets-1984159482424
Mediterranean Cheese & Wine Tasting,"Sat, Apr 25","New York City, NY","Murray's Cheese Shop, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mediterranean-cheese-wine-tasting-tickets-1979783035353
The Foodie Fest 2 (Autism Awareness & Acceptance Food Festival),"Sat, Apr 25","Hoboken, NJ","Garden Street (between 4th and 5th Streets), Hoboken",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/the-foodie-fest-2-autism-awareness-acceptance-food-festival-tickets-1981823794318
New York City Craft Beer Wine and Spirits Fest,"Sat, Apr 25","New York City, NY","Chelsea Industrial, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/new-york-city-craft-beer-wine-and-spirits-fest-tickets-1981957551389
2026 Draft Weekend Market at The Terminal,"Sat, Apr 25 · 11:00 AM","Pittsburgh, PA","2101 Smallman St, Pittsburgh",Arts & Crafts,Yelp Events,https://www.yelp.com/events/pittsburgh-2026-draft-weekend-market-at-the-terminal
Watson Adventures' Conquer Cambridge Scavenger Hunt,"Sat, Apr 25 · 2:00 PM","Cambridge, MA","18 Brattle St, Cambridge",Outdoor & Fitness,Yelp Events,https://www.yelp.com/events/cambridge-watson-adventures-conquer-cambridge-scavenger-hunt-3
"Plot Twist pres. Bruno Schmidt, Gladstone Deluxe (live), Maitake","Sat, Apr 25 · 10:00 PM","Pittsburgh, PA","TBA - The New Hot Mass, Pittsburgh",Outdoor & Fitness,Resident Advisor,https://ra.co/events/2347424
SomerCon: A Mini TTRPG Convention,"Sun, Apr 26","Boston, MA","Arts at the Armory, Somerville",Other,Eventbrite,https://www.eventbrite.com/e/somercon-a-mini-ttrpg-convention-tickets-1976656557975
"Color Cruise Fest -Late Holi Cruise Party | from Liberty Landing Marina, NJ","Sun, Apr 26","Jersey City, NJ","Liberty Landing Marina, Jersey City",Other,Allevents,https://allevents.in/jersey-city/color-cruise-fest-late-holi-cruise-party-|-from-liberty-landing-marina-nj/100001986105513054
Hoboken Mutzfest 2026,"Sun, Apr 26","Hoboken, NJ","400 14th St, Hoboken",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/hoboken-mutzfest-2026-tickets-1981265179486
Paint and Plant Workshop,"Sun, Apr 26","Cambridge, MA","Craft Loft (Cambridge Store), Cambridge",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-and-plant-workshop-tickets-1984147976008
Master Class: Batched Cocktails,"Sun, Apr 26","Boston, MA","Trillium Fort Point, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/master-class-batched-cocktails-tickets-1983087352655
Park-9 Puppy Yoga with Sweet Paws Rescue,"Sun, Apr 26","Boston, MA","Park-9 Dog Bar, Waters Avenue, Everett, MA, USA, Everett",Wellness,Eventbrite,https://www.eventbrite.com/e/park-9-puppy-yoga-with-sweet-paws-rescue-tickets-1980549700469
Learn to Make an Entremet from Scratch! (GLUTEN-FREE!),"Sun, Apr 26","Boston, MA","Perch, Boston",Other,Eventbrite,https://www.eventbrite.com/e/learn-to-make-an-entremet-from-scratch-gluten-free-tickets-1983636656638
HTE Presents: N'ap Brunch,"Sun, Apr 26","Boston, MA","118 Ferry St, Malden",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/hte-presents-nap-brunch-tickets-1985889853009
Not Your Bubbe Book Club Discussion of Songs for the Broken Hearted,"Mon, Apr 27","Boston, MA","The Boston Synagogue, Boston",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/not-your-bubbe-book-club-discussion-of-songs-for-the-broken-hearted-tickets-1983617743067
Likeable Comedy Night,"Mon, Apr 27","New York City, NY","333 Douglass St, Brooklyn",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/likeable-comedy-night-tickets-1986086991656
The Eric and Wendy Schmidt Center Symposium: Biomedical Science and AI,"Tue, Apr 28","Cambridge, MA","Broad Institute, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/the-eric-and-wendy-schmidt-center-symposium-biomedical-science-and-ai-tickets-1980720990803
Plant Nite: Make a Succulent Terrarium,"Tue, Apr 28","Pittsburgh, PA","East End Brewing Company, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/plant-nite-make-a-succulent-terrarium-tickets-1770568671559
A Tequila Cocktail Experience,"Tue, Apr 28","Hoboken, NJ","Little Bar, Hoboken",Food & Drink,Eventbrite,https://www.eventbrite.com/e/a-tequila-cocktail-experience-tickets-1986131649228
Creative Era: Pop Star Night,"Wed, Apr 29","New York City, NY","Color Me Mine, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/creative-era-pop-star-night-tickets-1984933815475
Hey Bulldog at LSC After Dark // Tribute to The Beatles in The Planetarium,"Thu, Apr 30","Jersey City, NJ","Liberty Science Center, Jersey City",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/hey-bulldog-at-lsc-after-dark-tribute-to-the-beatles-in-the-planetarium-tickets-1980741735852
BOOK CLUB: Yinz Should Read This (Monthly Meeting),"Thu, Apr 30","Pittsburgh, PA","31 E Main St, Carnegie",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/book-club-yinz-should-read-this-monthly-meeting-tickets-1985651388756
Mother's Day Sparkling Cocktails,"Thu, Apr 30","Pittsburgh, PA","The Pennsylvania Market, Pittsburgh",Wellness,Eventbrite,https://www.eventbrite.com/e/mothers-day-sparkling-cocktails-tickets-1985595082342
Savor Italia,"Thu, Apr 30","Pittsburgh, PA","7113 Reynolds St, Pittsburgh",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/savor-italia-tickets-1981940047033
Food & Wine Dinner,"Thu, Apr 30","Hoboken, NJ","Val's Tavern, Rumson",Food & Drink,Eventbrite,https://www.eventbrite.com/e/food-wine-dinner-tickets-1980774620210
"Ladies Night Paint, Sip & Karaoke","Thu, Apr 30","Newark, NJ","South Valley BBQ and Lounge, West Orange",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/ladies-night-paint-sip-karaoke-tickets-1985835997927
Yelp in Bloom Ticket Giveaway: Win a pair of 2 tickets to WNDR Museum!,"Thu, Apr 30 · 5:00 PM","Boston, MA","500 Washington St, Boston",Culture & Learning,Yelp Events,https://www.yelp.com/events/boston-yelp-in-bloom-ticket-giveaway-win-a-pair-of-2-tickets-to-wndr-museum
AI Boston Tech Meetup 2026,"Thu, Apr 30 · 6:00 PM","Boston, MA","Elephant & Castle, Boston",Social,Meetup · AI Boston Meetup & Tech,https://www.meetup.com/boston-startup-and-tech-mixer/events/310409615/
The Joy of Sake New York 2026,"Thu, Apr 30 · 6:30 PM","New York City, NY","125 W 18th St, New York",Food & Drink,Yelp Events,https://www.yelp.com/events/new-york-the-joy-of-sake-new-york-2026
Edgar Allan Poe Speakeasy: Chapter Two - Pittsburgh,"Thu, Apr 30 · 8:00 PM","Pittsburgh, PA","Kelly Strayhorn Theater, Pittsburgh",Culture & Learning,Fever,https://feverup.com/m/598221
The Hold Steady in Cambridge,"Fri, May 1","Cambridge, MA","The Sinclair, Cambridge",Other,Allevents,https://allevents.in/cambridge/the-hold-steady-in-cambridge/3300029651482437
"Pottery Barn Kids (Pittsbugh,PA) Hosting Silhouettes by Chris","Fri, May 1","Pittsburgh, PA","Pottery Barn Kids, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/pottery-barn-kids-pittsbughpa-hosting-silhouettes-by-chris-tickets-1985392086175
The Devil Wears Prada Sip N Shop,"Fri, May 1","Pittsburgh, PA","The Trendy Bunny Event Cafe, Greensburg",Food & Drink,Eventbrite,https://www.eventbrite.com/e/the-devil-wears-prada-sip-n-shop-tickets-1983878972411
The Garfield Night Market,"Fri, May 1","Pittsburgh, PA","113 N Pacific Ave, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/the-garfield-night-market-tickets-1983989746740
Henna & Paint Night,"Fri, May 1","Hoboken, NJ","JAS Studios, Rahway",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/henna-paint-night-tickets-1986126987284
Springtime Cheese & Wine Tasting,"Fri, May 1","New York City, NY","Murray's Cheese Shop, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/springtime-cheese-wine-tasting-tickets-1979789108518
Cinco de Mayo Culinary Class,"Fri, May 1","Hoboken, NJ","Barry's Appliance & Culinary Kitchens, Bridgewater Township",Food & Drink,Eventbrite,https://www.eventbrite.com/e/cinco-de-mayo-culinary-class-tickets-1983599123375
Tunes at The Strip District Terminal,"Fri, May 1 · 5:00 PM","Pittsburgh, PA","2101 Smallman St, Pittsburgh",Music & Entertainment,Yelp Events,https://www.yelp.com/events/pittsburgh-tunes-at-the-strip-district-terminal-2
Speak,"Fri, May 1 · 7:30 PM","Pittsburgh, PA","6 Allegheny Sq E, Pittsburgh",Music & Entertainment,Yelp Events,https://www.yelp.com/events/pittsburgh-speak
Founders Run 5K - UMass Boston Entrepreneurship Club,"Sat, May 2","Boston, MA","UMass Boston, Boston",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/founders-run-5k-umass-boston-entrepreneurship-club-tickets-1774907729799
Pittsburgh Mac and Cheese Festival 2026,"Sat, May 2","Pittsburgh, PA","3 Crossings, Pittsburgh",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/pittsburgh-mac-and-cheese-festival-2026-tickets-1072577661659
A Taste of Oasis Food Expo,"Sat, May 2","Pittsburgh, PA","717 N Homewood Ave, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/a-taste-of-oasis-food-expo-tickets-1985160312935
Spring Cookie Decorating Class,"Sat, May 2","Pittsburgh, PA","Monroeville Public Library, Monroeville",Other,Eventbrite,https://www.eventbrite.com/e/spring-cookie-decorating-class-tickets-1985959890493
Wellness Without Pressure ( Mothers Day Brunch),"Sat, May 2","Boston, MA","Avellino's Restaurant & Catering, Medford",Wellness,Eventbrite,https://www.eventbrite.com/e/wellness-without-pressure-mothers-day-brunch-registration-1983560834853
Italian Cheese & Wine Tasting,"Sat, May 2","New York City, NY","Murray's Cheese Shop, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/italian-cheese-wine-tasting-tickets-1979790385337
FAD Market at Brooklyn Brewery,"Sat, May 2","New York City, NY","Brooklyn Brewery, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/fad-market-at-brooklyn-brewery-tickets-1983997907148
Italiani Veri: A musical and comedic journey through Italy with Arianna,"Sat, May 2 · 6:00 PM","Boston, MA","Regent Theatre, Boston",Music & Entertainment,Fever,https://feverup.com/m/609816
IRONBOUND A stone-walled refuge for Dungeon Synth & Dark Fantasy,"Sun, May 3 · 2:00 PM","Jersey City, NJ","Qxts Night Club, New Jersey",Other,Resident Advisor,https://ra.co/events/2408706
Yelp Community Experience at Salt & Straw (Spring Edition),"Mon, May 4 · 11:00 AM","Boston, MA","400 Artisan DrSte 1000, Salem",Arts & Crafts,Yelp Events,https://www.yelp.com/events/salem-yelp-community-experience-at-salt-and-straw-spring-edition
Community Event: 7th Street Burger,"Mon, May 4 · 11:00 AM","New York City, NY",New York,Social,Yelp Events,https://www.yelp.com/events/new-york-community-event-7th-street-burger
Jersey City Cinco De Mayo Bar Crawl,"Tue, May 5","Jersey City, NJ","The Grove Station, Jersey City",Other,Allevents,https://allevents.in/jersey-city/jersey-city-cinco-de-mayo-bar-crawl/100001356239832849
Mother’s Day Floral Design With Soren Soto of Galleria Botanica,"Thu, May 7","Pittsburgh, PA","Contemporary Craft - Timmons Studios, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/mothers-day-floral-design-with-soren-soto-of-galleria-botanica-registration-1983694080394
May Cover Every Genre Book Club: 'The Art Thief' - by Michael Finkel,"Thu, May 7","Boston, MA","Hummingbird Books, Newton",Culture & Learning,Eventbrite,https://www.eventbrite.com/e/may-cover-every-genre-book-club-the-art-thief-by-michael-finkel-tickets-1980682462564
Mother's Day Mixology Class,"Thu, May 7","Hoboken, NJ","141 W Front St, Red Bank",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mothers-day-mixology-class-tickets-1985653604383
Make Epic American-Style Sushi at a Brooklyn Cocktail Bar with Chef Shota - Sushi Making Cooking Class in NYC | Classpop!™,"Thu, May 7","New York City, NY","Wandering Barman, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/make-epic-american-style-sushi-at-a-brooklyn-cocktail-bar-with-chef-shota-sushi-making-cooking-tickets-1982568871865
Cirque du Soleil 2026: LUZIA in Oaks,"Thu, May 7 · 8:00 PM","Jersey City, NJ","Greater Philadelphia Expo Center, Philadelphia",Other,Fever,https://feverup.com/m/482659
Solar Return for Change,"Fri, May 8","Cambridge, MA","Kresge Auditorium, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/solar-return-for-change-tickets-1761102136899
Hideout Comedy Presents Mike Rainey!,"Fri, May 8","Boston, MA","The White Bull Tavern Comedy Club Boston, Boston",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/hideout-comedy-presents-mike-rainey-tickets-1968249188306
Make-Your-Own-Cocktails Spring Edition,"Fri, May 8","Pittsburgh, PA","Allegheny HYP Club, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/make-your-own-cocktails-spring-edition-tickets-1984501002921
MALIE DONN LIVE IN NYC,"Sat, May 9","New York City, NY","299 Sands St, Brooklyn",Other,Eventbrite,https://www.eventbrite.com/e/malie-donn-live-in-nyc-tickets-1983269884613
Baby Goat Yoga at Farrington Nature Linc - May 2026,"Sat, May 9","Cambridge, MA","Farrington Nature Linc, Lincoln",Wellness,Eventbrite,https://www.eventbrite.com/e/baby-goat-yoga-at-farrington-nature-linc-may-2026-tickets-1980202882126
Rosé and Watercolor with Artist Heidy Sumei Chuang,"Sat, May 9","Cambridge, MA","Commonwealth Wine School, Cambridge",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/rose-and-watercolor-with-artist-heidy-sumei-chuang-tickets-1984147828567
Beauties in green Mother’s Day brunch,"Sat, May 9","Cambridge, MA","16 N Franklin St, Holbrook",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/beauties-in-green-mothers-day-brunch-tickets-1982632082931
Bare Belly Laughs: Comedy With Nothing to Hide,"Sat, May 9","Pittsburgh, PA","The Glitterbox Theater, Homestead",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/bare-belly-laughs-comedy-with-nothing-to-hide-tickets-1980928949814
5k Beer Run x Aslin Beer Co. | 2026 PA Brewery Running Series,"Sat, May 9","Pittsburgh, PA","Aslin Beer Co., Pittsburgh",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/5k-beer-run-x-aslin-beer-co-2026-pa-brewery-running-series-tickets-1978758612276
Intro to Improv Embroidery with Alison Stein,"Sat, May 9","Pittsburgh, PA","Contemporary Craft - Timmons Studios, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/intro-to-improv-embroidery-with-alison-stein-registration-1980784907981
Brunch Gone Wild,"Sat, May 9","Pittsburgh, PA","Tequila Cowboy, Pittsburgh",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/brunch-gone-wild-tickets-1984228531953
5k Beer Run x Long Live Roxbury | 2026 MA Brewery Running Series,"Sat, May 9","Boston, MA","Long Live Roxbury, Boston",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/5k-beer-run-x-long-live-roxbury-2026-ma-brewery-running-series-tickets-1980195282395
Mother’s Day Sip & Paint Night | Gather & Glow Experience,"Sat, May 9","Hoboken, NJ","100 Liberty St, Little Ferry",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/mothers-day-sip-paint-night-gather-glow-experience-tickets-1984577891898
FAD Market: Mother’s Day,"Sat, May 9","New York City, NY","Empire Stores, Brooklyn",Food & Drink,Eventbrite,https://www.eventbrite.com/e/fad-market-mothers-day-tickets-1984007945172
Guardian Storage 2026 Spring Shred-It,"Sat, May 9 · 11:00 AM","Pittsburgh, PA","7452 McKnight Rd, Pittsburgh",Wellness,Yelp Events,https://www.yelp.com/events/pittsburgh-guardian-storage-2026-spring-shred-it
Master Class: Spritzes,"Sun, May 10","Boston, MA","Trillium Fort Point, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/master-class-spritzes-tickets-1983088374712
Mother's Day Brunch,"Sun, May 10","Pittsburgh, PA","Celebrations Bar, Banquet, and Grill, Imperial",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/mothers-day-brunch-tickets-1984517227449
South Side Market | Brand New Farmers Market,"Sun, May 10","Pittsburgh, PA","2120 Jane St, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/south-side-market-brand-new-farmers-market-tickets-1986084663693
Paint Night Done Right - Boston - Paint and Sip in Boston | Classpop!™,"Sun, May 10","Boston, MA","Long Live Beerworks, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/paint-night-done-right-boston-paint-and-sip-in-boston-classpoptm-tickets-1984998750698
Mother's Day Edition: Ceramic Mug Making Pottery Workshop,"Sun, May 10","Boston, MA","Blu Dot, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/mothers-day-edition-ceramic-mug-making-pottery-workshop-tickets-1983464596000
RnB Brunch Paint & Sip,"Sun, May 10","New York City, NY","9302 Ditmas Ave, Brooklyn",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/rnb-brunch-paint-sip-tickets-1984411725891
"2026 Asbury FRESH Farmers & Makers Market — May 10, 2026","Sun, May 10","Hoboken, NJ","2026 Asbury FRESH Farmers & Makers Market, Asbury Park",Food & Drink,Eventbrite,https://www.eventbrite.com/e/2026-asbury-fresh-farmers-makers-market-may-10-2026-tickets-1983328268240
Those Fabulous Spanish Wines with Wine Educator Jill Kummer,"Mon, May 11","Pittsburgh, PA","The Kitchen by Vangura, North Huntingdon",Wellness,Eventbrite,https://www.eventbrite.com/e/those-fabulous-spanish-wines-with-wine-educator-jill-kummer-tickets-1986106763795
GorillaBrave presents A [FOOD] Entrepreneurs Connection Event @ NYC,"Mon, May 11","New York City, NY","La Fonda, New York",Other,Eventbrite,https://www.eventbrite.com/e/gorillabrave-presents-a-food-entrepreneurs-connection-event-nyc-tickets-1250877912509
May Wine Tasting &  Dinner,"Tue, May 12","Cambridge, MA","Uva Wine Bar, Plymouth",Food & Drink,Eventbrite,https://www.eventbrite.com/e/may-wine-tasting-dinner-tickets-1982785285163
Assemble @ Two Frays Brewery: MINIATURE BOOK BINDING,"Wed, May 13","Pittsburgh, PA","Two Frays Brewery, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/assemble-two-frays-brewery-miniature-book-binding-tickets-1980659479822
Programme 4: Make the Scene,"Thu, May 14","Jersey City, NJ","Monty Hall, Jersey City",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/programme-4-make-the-scene-tickets-1983384054097
Whiskey and Cheese Tasting Workshop,"Thu, May 14","Boston, MA","Chattermark Distillers, Boston",Food & Drink,Eventbrite,https://www.eventbrite.com/e/whiskey-and-cheese-tasting-workshop-tickets-1985394239616
Pennsylvania Cheese Tasting with Mrs. Cheese,"Thu, May 14","Pittsburgh, PA","East End Food Co-op, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/pennsylvania-cheese-tasting-with-mrs-cheese-tickets-1982891037471
AI and Structured Data: Optimizing Performance,"Fri, May 15","Hoboken, NJ","Stevens Institute of Technology, Hoboken",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/ai-and-structured-data-optimizing-performance-tickets-1981875085732
Spring Wine Tasting,"Fri, May 15","Pittsburgh, PA","Allegheny HYP Club, Pittsburgh",Food & Drink,Eventbrite,https://www.eventbrite.com/e/spring-wine-tasting-tickets-1984906622139
Creamy Garlic Orzo with Shrimp with Chef Greg Nemchick,"Fri, May 15","Pittsburgh, PA","The Kitchen by Vangura, North Huntingdon",Food & Drink,Eventbrite,https://www.eventbrite.com/e/creamy-garlic-orzo-with-shrimp-with-chef-greg-nemchick-tickets-1986107932290
An Evening in Japan Culinary Class,"Fri, May 15","Hoboken, NJ","Barry's Appliance & Culinary Kitchens, Bridgewater Township",Food & Drink,Eventbrite,https://www.eventbrite.com/e/an-evening-in-japan-culinary-class-tickets-1983599505518
Wine Cheese & Chocolate,"Sat, May 16","Pittsburgh, PA",Beaver Falls,Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-cheese-chocolate-tickets-1983730634729
Global Glam Brunch,"Sat, May 16","Pittsburgh, PA","The Lane 51 Showroom, Wexford",Outdoor & Fitness,Eventbrite,https://www.eventbrite.com/e/global-glam-brunch-tickets-1983681848809
Classic Series: Goat cheese and Rose! - Springtime Classics—$75,"Sat, May 16","Cambridge, MA","Formaggio Kitchen Cambridge, Cambridge",Other,Eventbrite,https://www.eventbrite.com/e/classic-series-goat-cheese-and-rose-springtime-classics75-tickets-1629087708189
2026 Asbury Park Vegan Food Festival,"Sat, May 16","Hoboken, NJ","Bradley Park, Asbury Park",Music & Entertainment,Eventbrite,https://www.eventbrite.com/e/2026-asbury-park-vegan-food-festival-tickets-1424698334069
SUDS ON THE SOUND,"Sat, May 16","Hoboken, NJ","The Barley Beach House, Rye",Other,Eventbrite,https://www.eventbrite.com/e/suds-on-the-sound-tickets-1980647445828
2026 Homeless Cat Management Team & Pittsburgh C.A.T. Spaghetti Dinner,"Sun, May 17","Pittsburgh, PA","Castle Shannon Fire Department, Pittsburgh",Wellness,Eventbrite,https://www.eventbrite.com/e/2026-homeless-cat-management-team-pittsburgh-cat-spaghetti-dinner-tickets-1981882742634
Beyond the Counter - Adult  Craft Workshop - Flower Pressing,"Sun, May 17","Hoboken, NJ","The Historical Village at Allaire, Wall Township",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/beyond-the-counter-adult-craft-workshop-flower-pressing-tickets-1984476626009
"SAVOR NEWARK, Ironbound Food Tour","Sun, May 17","Newark, NJ","Sihana Cafe, Newark",Food & Drink,Eventbrite,https://www.eventbrite.com/e/savor-newark-ironbound-food-tour-tickets-1984408911473
Parents PAINT night PTO Fundraiser!,"Wed, May 20","Cambridge, MA","Randolph Elks Lodge #2130, Randolph",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/parents-paint-night-pto-fundraiser-tickets-1982323026535
TOUR de FRANCE: Understanding French Wines @ Sanctuary,"Wed, May 20","Cambridge, MA","Sanctuary Cultural Arts Center, Inc., Maynard",Food & Drink,Eventbrite,https://www.eventbrite.com/e/tour-de-france-understanding-french-wines-sanctuary-tickets-1984197272455
Boston Trivia Night,"Thu, May 21","Boston, MA","Pennyweight Hotel Boston, Curio Collection by Hilton, Boston",Other,Eventbrite,https://www.eventbrite.com/e/boston-trivia-night-tickets-1985529612520
Get Memorial Day Ready! Cheese tasting with wine samples for a long weekend,"Thu, May 21","Cambridge, MA","184 Water St, Wakefield",Food & Drink,Eventbrite,https://www.eventbrite.com/e/get-memorial-day-ready-cheese-tasting-with-wine-samples-for-a-long-weekend-tickets-1979634447924
Cocktail Class with Belinda Alvarez,"Thu, May 21","Pittsburgh, PA","Iron City Distilling, Creighton",Food & Drink,Eventbrite,https://www.eventbrite.com/e/cocktail-class-with-belinda-alvarez-tickets-1980572970069
Wine Dinner: Campania,"Thu, May 21","New York City, NY","Eataly NYC Flatiron, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/wine-dinner-campania-tickets-1985394157370
Del Frisco's Grille World Trade Center- Austin Hope Wine Dinner,"Thu, May 21","New York City, NY","Del Frisco's Grille, New York",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/del-friscos-grille-world-trade-center-austin-hope-wine-dinner-tickets-1985752084941
Jersey City Memorial Day Weekend Bar Crawl 2026,"Sat, May 23","Jersey City, NJ",Jersey City,Other,Allevents,https://allevents.in/jersey-city/jersey-city-memorial-day-weekend-bar-crawl-2026/100001985370618966
ROCK THE BOAT Pittsburgh All-White Memorial Day Weekend  2026 Party Cruise!,"Sat, May 23","Pittsburgh, PA","EMPRESS, Pittsburgh",Other,Eventbrite,https://www.eventbrite.com/e/rock-the-boat-pittsburgh-all-white-memorial-day-weekend-2026-party-cruise-tickets-1669797000779
Mini Chefs Bake French Pastries Together - Cooking Class in Boston | Cozymeal™,"Sat, May 23","Boston, MA","Location provided after booking, Brighton",Food & Drink,Eventbrite,https://www.eventbrite.com/e/mini-chefs-bake-french-pastries-together-cooking-class-in-boston-cozymealtm-tickets-1983996047586
Russell Peters,"Thu, May 28","Newark, NJ","New Jersey Performing Arts Center - Prudential Hall, Newark",Other,Allevents,https://allevents.in/newark/russell-peters/2300029305583504
Colby Acuff in Cambridge,"Thu, May 28","Cambridge, MA","The Sinclair, Cambridge",Other,Allevents,https://allevents.in/cambridge/colby-acuff-in-cambridge/3300029646627106
Chart House - Duckhorn Wine Dinner - Boston,"Thu, May 28","Boston, MA","Chart House, Boston",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/chart-house-duckhorn-wine-dinner-boston-tickets-1981360692167
Grand Concourse- Duckhorn Wine Dinner,"Thu, May 28","Pittsburgh, PA","Grand Concourse, Pittsburgh",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/grand-concourse-duckhorn-wine-dinner-tickets-1978308447822
Russell Peters at New Jersey Performing Arts Center - Prudential Hall,"Fri, May 29","Newark, NJ","New Jersey Performing Arts Center - Prudential Hall, Newark",Other,Allevents,https://allevents.in/newark/russell-peters-at-new-jersey-performing-arts-center-prudential-hall/2400029330944135
2026 MANCHESTER CRAFT AND VENDOR MARKET,"Fri, May 29","Boston, MA","Lou Ann David Park, Somerville",Arts & Crafts,Eventbrite,https://www.eventbrite.com/e/2026-manchester-craft-and-vendor-market-tickets-1980359605891
Rooted In Health,"Fri, May 29","New York City, NY","New York Universtiy, New York",Food & Drink,Eventbrite,https://www.eventbrite.com/e/rooted-in-health-tickets-1976746352553
The Jazz Room: A Tribute to Frank Sinatra & Louis Armstrong,"Fri, May 29 · 6:30 PM","Pittsburgh, PA","Heinz History Center, Pittsburgh",Music & Entertainment,Fever,https://feverup.com/m/526561
